from,to,r,x,b,tap
1058,1059,0.0023,0.0104,0.00276,0.0
132,133,0.0595,0.195,0.0502,0.0
207,210,0.0393,0.1581,0.0414,0.0
808,814,0.0605,0.229,0.062,0.0
940,941,0.0023,0.0104,0.00276,0.0
983,984,0.0184,0.0605,0.01552,0.0
861,862,0.00224,0.0102,0.00268,0.0
193,195,0.0601,0.1999,0.04978,0.0
152,161,0.0413,0.1681,0.04226,0.0
437,438,0.0625,0.132,0.0258,0.0
734,738,0.00799,0.086,0.908,0.0
748,750,0.0555,0.183,0.0466,0.0
518,520,0.0601,0.189,0.0472,0.0
709,711,0.0129,0.0424,0.01082,0.0
993,998,0.073,0.289,0.0738,0.0
935,936,0.0278,0.0762,0.0202,0.0
591,592,0.0303,0.0999,0.0254,0.0
304,352,0.00034,0.00405,0.164,1.0
297,298,0.00824,0.0376,0.0098,0.0
607,703,0.00913,0.0301,0.00768,0.0
749,750,0.041,0.135,0.0344,0.0
709,710,0.0303,0.0999,0.0254,0.0
629,630,0.0184,0.0605,0.01552,0.0
827,829,0.0129,0.0424,0.01082,0.0
123,129,0.0203,0.0682,0.01738,0.0
77,80,0.0294,0.105,0.0228,0.0
146,147,0.0237,0.0943,0.0238,0.0
967,969,0.0156,0.08,0.0864,0.0
542,547,0.0428,0.141,0.036,0.0
237,239,0.0129,0.0424,0.01082,0.0
212,213,0.0132,0.0434,0.0111,0.0
501,503,0.0108,0.0331,0.0083,0.0
735,736,0.01913,0.0855,0.0216,0.0
42,49,0.0715,0.323,0.086,0.0
182,179,0.0,0.0268,0.0,0.985
49,54,0.073,0.289,0.0738,0.0
46,48,0.0601,0.189,0.0472,0.0
895,903,0.0309,0.101,0.1038,0.0
365,366,0.00595,0.0196,0.00502,0.0
380,379,0.0,0.0382,0.0,0.96
373,388,0.0752,0.247,0.0632,0.0
962,963,0.01119,0.0493,0.01142,0.0
386,467,0.0615,0.203,0.0518,0.0
551,552,0.0156,0.0704,0.0187,0.0
720,724,0.0212,0.0834,0.0214,0.0
517,518,0.04,0.1356,0.0332,0.0
654,651,0.0,0.0268,0.0,0.985
719,720,0.00595,0.0196,0.00502,0.0
519,521,0.0191,0.0625,0.01604,0.0
100,103,0.016,0.0525,0.0536,0.0
512,513,0.0145,0.0487,0.01222,0.0
169,176,0.0255,0.0719,0.01788,0.0
724,725,0.0454,0.1801,0.0466,0.0
312,313,0.0444,0.148,0.0368,0.0
311,354,0.0145,0.0481,0.01198,0.0
150,231,0.0615,0.203,0.0518,0.0
685,686,0.0171,0.0547,0.01474,0.0
1004,1006,0.0123,0.0561,0.01468,0.0
39,40,0.0184,0.0605,0.01552,0.0
839,841,0.0744,0.2444,0.06268,0.0
570,572,0.0397,0.179,0.0476,0.0
908,922,0.0162,0.053,0.0544,0.0
164,166,0.0601,0.189,0.0472,0.0
649,650,0.0317,0.145,0.0376,0.0
493,494,0.0209,0.097,0.0246,0.0
785,786,0.00376,0.0124,0.01264,0.0
727,728,0.0252,0.117,0.0298,0.0
197,198,0.0156,0.0704,0.0187,0.0
401,423,0.0844,0.2778,0.07092,0.0
480,481,0.00244,0.0305,1.162,0.0
995,1002,0.0255,0.0719,0.01788,0.0
434,453,0.0454,0.206,0.0546,0.0
560,561,0.0139,0.0712,0.01934,0.0
761,762,0.0263,0.122,0.031,0.0
627,629,0.0321,0.106,0.027,0.0
653,654,0.00172,0.02,0.216,0.0
1014,1015,0.00882,0.0355,0.00878,0.0
809,810,0.0246,0.112,0.0294,0.0
213,214,0.0171,0.0547,0.01474,0.0
473,474,0.0303,0.0999,0.0254,0.0
849,858,0.0317,0.1153,0.1173,0.0
759,760,0.0203,0.0588,0.01396,0.0
837,839,0.02225,0.0731,0.01876,0.0
757,762,0.073,0.289,0.0738,0.0
174,177,0.0825,0.251,0.0569,0.0
548,590,0.0164,0.0544,0.01356,0.0
576,577,0.00994,0.0378,0.00986,0.0
672,673,0.0112,0.03665,0.03796,0.0
959,961,0.0132,0.0437,0.0444,0.0
625,627,0.011,0.0497,0.01318,0.0
595,596,0.0119,0.054,0.01426,0.0
15,33,0.038,0.1244,0.03194,0.0
434,450,0.0356,0.182,0.0494,0.0
750,757,0.0715,0.323,0.086,0.0
1026,1027,0.0112,0.03665,0.03796,0.0
654,655,0.00269,0.0302,0.38,0.0
830,837,0.0209,0.0688,0.01748,0.0
103,110,0.03906,0.1813,0.0461,0.0
475,484,0.0484,0.16,0.0406,0.0
753,757,0.0684,0.186,0.0444,0.0
209,210,0.0387,0.1272,0.03268,0.0
396,403,0.0715,0.323,0.086,0.0
49,66,0.018,0.0919,0.0248,0.0
167,172,0.073,0.289,0.0738,0.0
69,70,0.03,0.127,0.122,0.0
253,254,0.0123,0.0505,0.01298,0.0
796,797,0.0139,0.0712,0.01934,0.0
455,456,0.0246,0.112,0.0294,0.0
391,394,0.0593,0.168,0.042,0.0
762,767,0.0503,0.2293,0.0598,0.0
155,157,0.0321,0.106,0.027,0.0
902,944,0.0164,0.0544,0.01356,0.0
511,512,0.0184,0.0605,0.01552,0.0
484,486,0.0215,0.0707,0.01816,0.0
660,664,0.0401,0.1323,0.03368,0.0
29,31,0.0108,0.0331,0.0083,0.0
183,184,0.0,0.037,0.0,0.935
429,472,0.0145,0.0481,0.01198,0.0
1015,1016,0.0446,0.18,0.04444,0.0
70,71,0.00882,0.0355,0.00878,0.0
251,253,0.0132,0.0437,0.0444,0.0
543,544,0.0446,0.18,0.04444,0.0
167,169,0.0486,0.137,0.0342,0.0
813,815,0.053,0.183,0.0472,0.0
373,374,0.0252,0.117,0.0298,0.0
700,702,0.0247,0.064,0.062,0.0
156,155,0.0,0.0375,0.0,0.935
422,423,0.0,0.037,0.0,0.935
931,934,0.0261,0.0703,0.01844,0.0
142,190,0.0488,0.196,0.0488,0.0
382,383,0.0237,0.0943,0.0238,0.0
457,459,0.0535,0.1625,0.0408,0.0
577,579,0.053,0.183,0.0472,0.0
894,895,0.0,0.037,0.0,0.935
1,2,0.0303,0.0999,0.0254,0.0
318,332,0.0162,0.053,0.0544,0.0
997,998,0.0263,0.122,0.031,0.0
945,947,0.0129,0.0424,0.01082,0.0
926,932,0.0605,0.229,0.062,0.0
502,489,0.0,0.0388,0.0,0.96
868,875,0.0715,0.323,0.086,0.0
218,222,0.0451,0.204,0.0541,0.0
160,167,0.0715,0.323,0.086,0.0
738,746,0.00464,0.054,0.422,0.0
184,185,0.0224,0.1015,0.02682,0.0
956,1061,0.0329,0.14,0.0358,0.0
504,586,0.0135,0.0612,0.01628,0.0
408,413,0.0503,0.2293,0.0598,0.0
328,330,0.0481,0.158,0.0406,0.0
1049,1052,0.0261,0.0703,0.01844,0.0
885,886,0.0317,0.145,0.0376,0.0
342,343,0.053,0.183,0.0472,0.0
409,410,0.00488,0.0151,0.00374,0.0
652,656,0.0482,0.218,0.0578,0.0
651,652,0.00824,0.0376,0.0098,0.0
555,556,0.0625,0.132,0.0258,0.0
877,878,0.0203,0.0588,0.01396,0.0
571,572,0.018,0.0813,0.0216,0.0
251,255,0.012,0.0394,0.0101,0.0
337,338,0.0246,0.112,0.0294,0.0
968,1014,0.00221,0.4115,0.10198,0.0
829,831,0.0241,0.108,0.0284,0.0
1006,1011,0.0258,0.117,0.031,0.0
613,614,0.0135,0.0492,0.0498,0.0
885,887,0.0328,0.15,0.0388,0.0
684,690,0.0178,0.058,0.0604,0.0
305,659,0.0,0.0586,0.0,0.0
619,621,0.0108,0.0331,0.0083,0.0
299,300,0.00172,0.02,0.216,0.0
356,366,0.0187,0.0616,0.01572,0.0
800,810,0.0123,0.0559,0.01464,0.0
630,632,0.0555,0.183,0.0466,0.0
494,495,0.0342,0.159,0.0404,0.0
905,906,0.0156,0.0704,0.0187,0.0
77,78,0.00376,0.0124,0.01264,0.0
790,791,0.0112,0.03665,0.03796,0.0
859,863,0.0415,0.142,0.0366,0.0
1007,1003,0.0,0.0386,0.0,0.96
667,672,0.0298,0.0853,0.08174,0.0
528,531,0.0803,0.239,0.0536,0.0
392,419,0.00901,0.0986,1.046,0.0
767,769,0.0328,0.15,0.0388,0.0
896,900,0.0401,0.1323,0.03368,0.0
693,700,0.03906,0.1813,0.0461,0.0
649,651,0.0328,0.15,0.0388,0.0
248,353,0.0329,0.14,0.0358,0.0
114,115,0.0023,0.0104,0.00276,0.0
207,210,0.0099,0.0505,0.0548,0.0
558,559,0.02828,0.2074,0.0445,1.0
65,66,0.0,0.037,0.0,0.935
598,595,0.0,0.0267,0.0,0.985
145,146,0.01913,0.0855,0.0216,0.0
500,501,0.0237,0.0943,0.0238,0.0
286,293,0.0474,0.134,0.0332,0.0
315,316,0.0156,0.0704,0.0187,0.0
457,464,0.03906,0.1813,0.0461,0.0
956,960,0.0212,0.0834,0.0214,0.0
750,757,0.0715,0.323,0.086,0.0
464,466,0.0247,0.064,0.062,0.0
207,208,0.0238,0.0997,0.106,0.0
1044,1048,0.0451,0.204,0.0541,0.0
378,424,0.00221,0.4115,0.10198,0.0
716,738,0.00431,0.0504,0.514,0.0
415,416,0.00824,0.0376,0.0098,0.0
971,972,0.01913,0.0855,0.0216,0.0
818,819,0.022,0.0755,0.02,0.0
643,644,0.0263,0.122,0.031,0.0
37,39,0.0321,0.106,0.027,0.0
326,327,0.0254,0.0836,0.0214,0.0
757,774,0.018,0.0919,0.0248,0.0
218,221,0.016,0.0525,0.0536,0.0
785,790,0.0298,0.0853,0.08174,0.0
668,669,0.00546,0.0244,0.00648,0.0
950,951,0.00459,0.0208,0.0055,0.0
172,173,0.0169,0.0707,0.0202,0.0
512,514,0.0555,0.183,0.0466,0.0
319,321,0.043,0.148,0.0348,0.0
608,609,0.01119,0.0493,0.01142,0.0
177,179,0.0328,0.15,0.0388,0.0
121,130,0.0484,0.16,0.0406,0.0
104,105,0.00994,0.0378,0.00986,0.0
952,974,0.00431,0.0504,0.514,0.0
637,659,0.0844,0.2778,0.07092,0.0
779,781,0.00866,0.0454,0.01178,0.0
204,205,0.02828,0.2074,0.0445,1.0
695,697,0.053,0.183,0.0472,0.0
358,359,0.00176,0.00798,0.0021,0.0
752,753,0.0224,0.0901,0.0224,0.0
89,90,0.0238,0.0997,0.106,0.0
1044,1045,0.0277,0.1262,0.0328,0.0
498,497,0.0,0.0382,0.0,0.96
316,335,0.0454,0.206,0.0546,0.0
410,411,0.0343,0.0966,0.0242,0.0
401,403,0.0191,0.0625,0.01604,0.0
285,302,0.018,0.0919,0.0248,0.0
45,49,0.0684,0.186,0.0444,0.0
290,295,0.0503,0.2293,0.0598,0.0
605,609,0.012,0.0394,0.0101,0.0
210,220,0.0123,0.0559,0.01464,0.0
748,749,0.0145,0.0487,0.01222,0.0
3,5,0.0241,0.108,0.0284,0.0
82,96,0.0162,0.053,0.0544,0.0
13,15,0.0744,0.2444,0.06268,0.0
285,287,0.0486,0.137,0.0342,0.0
738,725,0.0,0.0388,0.0,0.96
243,248,0.00862,0.034,0.00874,0.0
659,667,0.0309,0.101,0.1038,0.0
598,620,0.00431,0.0504,0.514,0.0
150,232,0.0135,0.0612,0.01628,0.0
358,365,0.0209,0.0688,0.01748,0.0
987,988,0.0608,0.2454,0.06068,0.0
263,264,0.01913,0.0855,0.0216,0.0
302,303,0.0224,0.1015,0.02682,0.0
858,939,0.0615,0.203,0.0518,0.0
74,75,0.0123,0.0406,0.01034,0.0
792,793,0.0302,0.0641,0.01234,0.0
876,883,0.0474,0.134,0.0332,0.0
142,188,0.00221,0.4115,0.10198,0.0
877,884,0.0255,0.0719,0.01788,0.0
125,130,0.00862,0.034,0.00874,0.0
793,797,0.0239,0.173,0.047,0.0
42,49,0.0715,0.323,0.086,0.0
81,80,0.0,0.037,0.0,0.935
525,526,0.0263,0.122,0.031,0.0
650,652,0.0123,0.0561,0.01468,0.0
94,100,0.0178,0.058,0.0604,0.0
624,626,0.00871,0.0268,0.00568,0.0
1036,1044,0.0648,0.295,0.0472,0.0
1029,1030,0.035,0.123,0.0276,0.0
129,130,0.00595,0.0196,0.00502,0.0
869,870,0.0608,0.2454,0.06068,0.0
561,564,0.0393,0.1581,0.0414,0.0
459,461,0.053,0.183,0.0472,0.0
136,137,0.01119,0.0493,0.01142,0.0
1043,1044,0.018,0.0813,0.0216,0.0
831,832,0.0119,0.054,0.01426,0.0
410,412,0.0343,0.0966,0.0242,0.0
932,933,0.053,0.183,0.0472,0.0
682,690,0.0648,0.295,0.0472,0.0
85,86,0.035,0.123,0.0276,0.0
929,936,0.03906,0.1813,0.0461,0.0
896,901,0.0428,0.141,0.036,0.0
130,134,0.0212,0.0834,0.0214,0.0
757,758,0.0267,0.0752,0.01874,0.0
173,174,0.00488,0.0151,0.00374,0.0
279,280,0.0608,0.2454,0.06068,0.0
480,502,0.00431,0.0504,0.514,0.0
853,941,0.0164,0.0741,0.01972,0.0
747,748,0.0184,0.0605,0.01552,0.0
516,517,0.0224,0.0901,0.0224,0.0
64,61,0.0,0.0268,0.0,0.985
341,343,0.053,0.183,0.0472,0.0
573,574,0.0246,0.112,0.0294,0.0
454,457,0.016,0.0525,0.0536,0.0
1015,1017,0.00866,0.0454,0.01178,0.0
818,820,0.0247,0.064,0.062,0.0
613,615,0.0156,0.08,0.0864,0.0
1050,1051,0.053,0.183,0.0472,0.0
998,1003,0.0503,0.2293,0.0598,0.0
446,454,0.0648,0.295,0.0472,0.0
797,798,0.0238,0.0997,0.106,0.0
791,792,0.0625,0.132,0.0258,0.0
344,345,0.0105,0.0288,0.0076,0.0
577,580,0.0261,0.0703,0.01844,0.0
564,566,0.0481,0.158,0.0406,0.0
1013,1021,0.0309,0.101,0.1038,0.0
1048,1049,0.00994,0.0378,0.00986,0.0
239,248,0.0484,0.16,0.0406,0.0
491,492,0.0252,0.117,0.0298,0.0
679,682,0.0099,0.0505,0.0548,0.0
674,675,0.0302,0.0641,0.01234,0.0
875,880,0.0869,0.291,0.073,0.0
1000,1003,0.0803,0.239,0.0536,0.0
92,94,0.0481,0.158,0.0406,0.0
359,365,0.0203,0.0682,0.01738,0.0
422,435,0.00175,0.0202,0.808,0.0
756,757,0.0179,0.0505,0.01258,0.0
834,835,0.00244,0.0305,1.162,0.0
578,579,0.053,0.183,0.0472,0.0
813,816,0.0261,0.0703,0.01844,0.0
201,203,0.043,0.148,0.0348,0.0
828,838,0.0187,0.0616,0.01572,0.0
26,25,0.0,0.0382,0.0,0.96
926,930,0.0451,0.204,0.0541,0.0
400,402,0.0601,0.189,0.0472,0.0
103,104,0.0466,0.1584,0.0407,0.0
330,332,0.0269,0.0869,0.023,0.0
723,725,0.0132,0.0437,0.0444,0.0
714,715,0.00459,0.0208,0.0055,0.0
758,765,0.0474,0.134,0.0332,0.0
1036,1038,0.0481,0.158,0.0406,0.0
841,859,0.038,0.1244,0.03194,0.0
967,976,0.0317,0.1153,0.1173,0.0
17,113,0.00913,0.0301,0.00768,0.0
292,293,0.0343,0.0966,0.0242,0.0
27,115,0.0164,0.0741,0.01972,0.0
526,528,0.00275,0.00955,0.00732,0.0
1021,1026,0.0298,0.0853,0.08174,0.0
304,305,0.0,0.037,0.0,0.935
476,483,0.0209,0.0688,0.01748,0.0
549,552,0.017,0.0485,0.0472,0.0
1000,1002,0.0343,0.0966,0.0242,0.0
94,96,0.0269,0.0869,0.023,0.0
841,845,0.012,0.0394,0.0101,0.0
639,641,0.0486,0.137,0.0342,0.0
506,515,0.0413,0.1681,0.04226,0.0
667,670,0.0294,0.105,0.0228,0.0
1023,1024,0.0156,0.0704,0.0187,0.0
728,729,0.0183,0.0849,0.0216,0.0
522,529,0.0474,0.134,0.0332,0.0
336,337,0.0277,0.1262,0.0328,0.0
927,928,0.0246,0.112,0.0294,0.0
989,993,0.0684,0.186,0.0444,0.0
888,893,0.0258,0.117,0.031,0.0
430,431,0.0444,0.148,0.0368,0.0
552,571,0.0454,0.206,0.0546,0.0
480,477,0.0,0.0267,0.0,0.985
47,69,0.0844,0.2778,0.07092,0.0
967,968,0.0135,0.0492,0.0498,0.0
771,767,0.0,0.0386,0.0,0.96
919,920,0.0223,0.0732,0.01876,0.0
12,16,0.0212,0.0834,0.0214,0.0
1014,1019,0.0428,0.141,0.036,0.0
998,999,0.0169,0.0707,0.0202,0.0
916,917,0.0254,0.0836,0.0214,0.0
976,1057,0.0615,0.203,0.0518,0.0
311,313,0.0601,0.1999,0.04978,0.0
126,127,0.00244,0.0305,1.162,0.0
970,969,0.0,0.0382,0.0,0.96
799,800,0.0387,0.1272,0.03268,0.0
110,112,0.0247,0.064,0.062,0.0
953,954,0.00258,0.0322,1.23,0.0
838,840,0.0215,0.0707,0.01816,0.0
847,848,0.0209,0.097,0.0246,0.0
517,521,0.0684,0.186,0.0444,0.0
886,887,0.00264,0.0135,0.01456,0.0
936,937,0.022,0.0755,0.02,0.0
499,500,0.01913,0.0855,0.0216,0.0
418,415,0.0,0.0268,0.0,0.985
35,37,0.011,0.0497,0.01318,0.0
670,686,0.0356,0.182,0.0494,0.0
299,295,0.0,0.0386,0.0,0.96
812,813,0.00994,0.0378,0.00986,0.0
947,949,0.0241,0.108,0.0284,0.0
946,956,0.0187,0.0616,0.01572,0.0
402,403,0.0179,0.0505,0.01258,0.0
122,129,0.0209,0.0688,0.01748,0.0
1029,1033,0.0239,0.173,0.047,0.0
1033,1034,0.0238,0.0997,0.106,0.0
719,721,0.02225,0.0731,0.01876,0.0
144,148,0.00799,0.086,0.908,0.0
419,422,0.00138,0.016,0.638,0.0
301,304,0.00138,0.016,0.638,0.0
786,787,0.00546,0.0244,0.00648,0.0
1012,1025,0.00175,0.0202,0.808,0.0
198,217,0.0454,0.206,0.0546,0.0
1024,1041,0.0183,0.0934,0.0254,0.0
543,545,0.00866,0.0454,0.01178,0.0
1008,1005,0.0,0.0268,0.0,0.985
639,644,0.073,0.289,0.0738,0.0
763,767,0.04739,0.2158,0.05646,0.0
345,346,0.0278,0.0762,0.0202,0.0
75,118,0.0145,0.0481,0.01198,0.0
203,204,0.035,0.123,0.0276,0.0
357,359,0.0241,0.108,0.0284,0.0
549,552,0.0294,0.105,0.0228,0.0
298,302,0.0482,0.218,0.0578,0.0
435,434,0.0,0.037,0.0,0.935
89,90,0.0518,0.188,0.0528,0.0
8,9,0.00244,0.0305,1.162,0.0
711,713,0.0241,0.108,0.0284,0.0
183,186,0.00138,0.016,0.638,0.0
425,426,0.0446,0.18,0.04444,0.0
622,703,0.0615,0.203,0.0518,0.0
742,745,0.00256,0.0094,0.00984,0.0
788,805,0.0183,0.0934,0.0254,0.0
797,798,0.0518,0.188,0.0528,0.0
177,178,0.0317,0.145,0.0376,0.0
1028,1029,0.0302,0.0641,0.01234,0.0
504,585,0.0615,0.203,0.0518,0.0
550,551,0.00546,0.0244,0.00648,0.0
977,981,0.0415,0.142,0.0366,0.0
1040,1041,0.0173,0.0885,0.024,0.0
602,606,0.0212,0.0834,0.0214,0.0
210,211,0.0258,0.0848,0.0218,0.0
362,363,0.00244,0.0305,1.162,0.0
83,85,0.043,0.148,0.0348,0.0
431,434,0.017,0.0485,0.0472,0.0
814,815,0.053,0.183,0.0472,0.0
105,108,0.0261,0.0703,0.01844,0.0
532,534,0.0123,0.0561,0.01468,0.0
301,302,0.0,0.037,0.0,0.935
5,11,0.0203,0.0682,0.01738,0.0
959,977,0.038,0.1244,0.03194,0.0
368,369,0.0595,0.195,0.0502,0.0
51,58,0.0255,0.0719,0.01788,0.0
312,354,0.0164,0.0544,0.01356,0.0
863,865,0.0321,0.106,0.027,0.0
417,418,0.00172,0.02,0.216,0.0
156,183,0.00901,0.0986,1.046,0.0
499,587,0.0164,0.0741,0.01972,0.0
63,64,0.00172,0.02,0.216,0.0
769,770,0.00824,0.0376,0.0098,0.0
221,223,0.0535,0.1625,0.0408,0.0
575,577,0.0535,0.1625,0.0408,0.0
12,117,0.0329,0.14,0.0358,0.0
