id,type,pd,qd,bs,area,vmag,vang
700,2,39,30,6,6,0.973,18.09
701,2,0,0,0,6,0.98,19.74
702,2,68,13,0,6,0.975,14.99
703,2,6,0,0,6,0.993,13.74
704,1,8,3,0,6,0.96,14.46
705,1,22,7,0,6,0.96,14.46
706,2,184,0,0,6,1.005,27.12
707,1,20,8,0,6,0.974,10.67
708,1,33,15,0,6,0.949,21.92
709,2,51,27,0,7,0.955,10.67
710,1,20,9,0,7,0.971,11.22
711,1,39,10,0,7,0.968,11.56
712,2,39,12,0,7,0.998,15.28
713,1,0,0,-40,7,1.002,15.73
714,2,52,22,0,7,0.99,13
715,1,19,2,0,7,0.989,12.56
716,2,28,0,0,7,1.015,20.77
717,1,0,0,0,7,1.043,28.02
718,2,0,0,0,7,1.05,35.61
719,1,70,23,0,7,0.985,12.72
720,2,47,10,0,7,0.99,12.2
721,1,34,16,0,7,0.968,11.35
722,1,14,1,0,7,0.984,11.5
723,2,90,30,0,7,0.97,11.23
724,1,25,10,0,7,0.984,11.91
725,1,11,3,0,7,0.995,13.74
726,2,60,34,0,7,0.973,11.53
727,2,45,25,0,7,0.963,11.05
728,1,18,3,0,7,0.958,11.93
729,1,14,8,0,7,0.959,13.52
730,1,10,5,0,7,0.97,16.08
731,1,7,3,0,7,1,21
732,2,13,0,0,7,0.992,20.89
733,2,0,0,0,7,1.05,27.93
734,2,0,0,0,7,1.015,29.71
735,2,71,13,0,7,0.968,15.35
736,1,17,7,0,7,0.962,13.62
737,1,24,4,0,7,0.963,12.63
738,1,0,0,0,7,0.968,18.79
739,2,43,27,0,7,0.967,12.75
740,2,59,23,0,7,0.964,14.8
741,1,23,9,0,7,0.972,10.63
742,2,59,26,14,7,0.986,11.3
743,1,33,9,0,7,0.981,10.87
744,2,31,17,0,7,0.98,10.87
745,1,0,0,-25,7,0.992,11.77
746,1,0,0,0,7,0.962,16.91
747,1,27,11,0,7,0.97,8.41
748,2,66,23,0,7,0.97,7.35
749,1,37,10,0,7,0.967,6.92
750,2,96,23,0,7,0.985,8.53
751,1,18,7,0,7,0.978,11.28
752,1,16,8,10,7,0.985,13.82
753,1,53,22,10,7,0.987,15.67
754,2,28,10,10,7,1.005,18.49
755,1,34,0,0,7,1.017,20.73
756,1,20,11,15,7,1.021,19.93
757,2,87,30,0,7,1.025,20.94
758,1,17,4,0,7,1.001,18.9
759,1,17,8,0,7,0.967,16.28
760,1,18,5,0,7,0.957,15.32
761,1,23,11,0,7,0.946,14.35
762,2,113,32,0,7,0.955,15.26
763,2,63,22,0,7,0.952,14.97
764,2,84,18,0,7,0.954,15.16
765,1,12,3,0,7,0.971,16.36
766,1,12,3,0,7,0.959,15.51
767,2,277,113,0,7,0.985,19.37
768,1,78,3,0,7,0.993,23.15
769,2,0,0,0,7,0.995,24.04
770,2,77,14,0,7,0.998,23.43
771,1,0,0,0,7,0.969,22.75
772,1,0,0,0,7,0.984,24.52
773,2,0,0,0,7,1.005,27.65
774,2,39,18,0,7,1.05,27.48
775,1,28,7,0,7,1.02,24.84
776,1,0,0,0,7,1.003,27.55
777,2,0,0,0,7,1.035,30
778,2,66,20,0,7,0.984,22.58
779,1,0,0,0,7,0.987,22.15
780,2,12,0,0,7,0.98,20.98
781,2,6,0,0,7,0.991,21.94
782,2,68,27,12,7,0.958,21.64
783,1,47,11,0,7,0.967,22.91
784,2,68,36,0,7,0.943,21.77
785,2,61,28,0,7,1.006,26.72
786,1,71,26,0,7,1.003,26.42
787,1,39,32,20,7,1.009,26.72
788,2,130,26,0,7,1.04,28.96
789,1,0,0,0,7,0.997,28.1
790,1,54,27,20,7,0.989,27.24
791,1,20,10,10,7,0.985,28.42
792,1,11,7,0,7,0.98,30.95
793,2,24,15,0,7,0.985,32.51
794,1,21,10,0,7,0.987,31.14
795,2,0,0,0,7,1.015,31.4
796,1,48,10,0,7,0.987,35.64
797,2,0,0,0,7,1.005,39.69
798,2,163,42,0,7,0.985,33.29
799,2,10,0,0,7,0.98,33.31
800,2,65,10,0,7,0.993,33.8
801,1,12,7,0,7,0.987,30.79
802,1,30,16,0,7,0.991,28.64
803,1,42,31,0,7,0.981,27.67
804,1,38,15,0,7,0.993,27.51
805,1,15,9,0,7,1.011,27.88
806,1,34,8,0,7,1.024,27.4
807,2,42,0,0,7,1.01,27.04
808,2,37,18,0,7,1.017,28.03
809,1,22,15,0,7,0.993,29.61
810,1,5,3,0,7,0.991,32.3
811,2,23,16,0,7,1.001,24.44
812,2,38,25,0,7,0.971,21.69
813,2,31,26,20,7,0.965,20.57
814,1,43,16,0,7,0.962,20.32
815,2,50,12,6,7,0.952,17.53
816,1,2,1,0,7,0.967,19.38
817,1,8,3,0,7,0.967,18.93
818,2,39,30,6,7,0.973,18.09
819,2,0,0,0,7,0.98,19.74
820,2,68,13,0,7,0.975,14.99
821,2,6,0,0,7,0.993,13.74
822,1,8,3,0,7,0.96,14.46
823,1,22,7,0,7,0.96,14.46
824,2,184,0,0,7,1.005,27.12
825,1,20,8,0,7,0.974,10.67
826,1,33,15,0,7,0.949,21.92
827,2,51,27,0,8,0.955,10.67
828,1,20,9,0,8,0.971,11.22
829,1,39,10,0,8,0.968,11.56
830,2,39,12,0,8,0.998,15.28
831,1,0,0,-40,8,1.002,15.73
832,2,52,22,0,8,0.99,13
833,1,19,2,0,8,0.989,12.56
834,2,28,0,0,8,1.015,20.77
835,1,0,0,0,8,1.043,28.02
836,2,0,0,0,8,1.05,35.61
837,1,70,23,0,8,0.985,12.72
838,2,47,10,0,8,0.99,12.2
839,1,34,16,0,8,0.968,11.35
840,1,14,1,0,8,0.984,11.5
841,2,90,30,0,8,0.97,11.23
842,1,25,10,0,8,0.984,11.91
843,1,11,3,0,8,0.995,13.74
844,2,60,34,0,8,0.973,11.53
845,2,45,25,0,8,0.963,11.05
846,1,18,3,0,8,0.958,11.93
847,1,14,8,0,8,0.959,13.52
848,1,10,5,0,8,0.97,16.08
849,1,7,3,0,8,1,21
850,2,13,0,0,8,0.992,20.89
851,2,0,0,0,8,1.05,27.93
852,2,0,0,0,8,1.015,29.71
853,2,71,13,0,8,0.968,15.35
854,1,17,7,0,8,0.962,13.62
855,1,24,4,0,8,0.963,12.63
856,1,0,0,0,8,0.968,18.79
857,2,43,27,0,8,0.967,12.75
858,2,59,23,0,8,0.964,14.8
859,1,23,9,0,8,0.972,10.63
860,2,59,26,14,8,0.986,11.3
861,1,33,9,0,8,0.981,10.87
862,2,31,17,0,8,0.98,10.87
863,1,0,0,-25,8,0.992,11.77
864,1,0,0,0,8,0.962,16.91
865,1,27,11,0,8,0.97,8.41
866,2,66,23,0,8,0.97,7.35
867,1,37,10,0,8,0.967,6.92
868,2,96,23,0,8,0.985,8.53
869,1,18,7,0,8,0.978,11.28
870,1,16,8,10,8,0.985,13.82
871,1,53,22,10,8,0.987,15.67
872,2,28,10,10,8,1.005,18.49
873,1,34,0,0,8,1.017,20.73
874,1,20,11,15,8,1.021,19.93
875,2,87,30,0,8,1.025,20.94
876,1,17,4,0,8,1.001,18.9
877,1,17,8,0,8,0.967,16.28
878,1,18,5,0,8,0.957,15.32
879,1,23,11,0,8,0.946,14.35
880,2,113,32,0,8,0.955,15.26
881,2,63,22,0,8,0.952,14.97
882,2,84,18,0,8,0.954,15.16
883,1,12,3,0,8,0.971,16.36
884,1,12,3,0,8,0.959,15.51
885,2,277,113,0,8,0.985,19.37
886,1,78,3,0,8,0.993,23.15
887,2,0,0,0,8,0.995,24.04
888,2,77,14,0,8,0.998,23.43
889,1,0,0,0,8,0.969,22.75
890,1,0,0,0,8,0.984,24.52
891,2,0,0,0,8,1.005,27.65
892,2,39,18,0,8,1.05,27.48
893,1,28,7,0,8,1.02,24.84
894,1,0,0,0,8,1.003,27.55
895,2,0,0,0,8,1.035,30
896,2,66,20,0,8,0.984,22.58
897,1,0,0,0,8,0.987,22.15
898,2,12,0,0,8,0.98,20.98
899,2,6,0,0,8,0.991,21.94
900,2,68,27,12,8,0.958,21.64
901,1,47,11,0,8,0.967,22.91
902,2,68,36,0,8,0.943,21.77
903,2,61,28,0,8,1.006,26.72
904,1,71,26,0,8,1.003,26.42
905,1,39,32,20,8,1.009,26.72
906,2,130,26,0,8,1.04,28.96
907,1,0,0,0,8,0.997,28.1
908,1,54,27,20,8,0.989,27.24
909,1,20,10,10,8,0.985,28.42
910,1,11,7,0,8,0.98,30.95
911,2,24,15,0,8,0.985,32.51
912,1,21,10,0,8,0.987,31.14
913,2,0,0,0,8,1.015,31.4
914,1,48,10,0,8,0.987,35.64
915,2,0,0,0,8,1.005,39.69
916,2,163,42,0,8,0.985,33.29
917,2,10,0,0,8,0.98,33.31
918,2,65,10,0,8,0.993,33.8
919,1,12,7,0,8,0.987,30.79
920,1,30,16,0,8,0.991,28.64
921,1,42,31,0,8,0.981,27.67
922,1,38,15,0,8,0.993,27.51
923,1,15,9,0,8,1.011,27.88
924,1,34,8,0,8,1.024,27.4
925,2,42,0,0,8,1.01,27.04
926,2,37,18,0,8,1.017,28.03
927,1,22,15,0,8,0.993,29.61
928,1,5,3,0,8,0.991,32.3
929,2,23,16,0,8,1.001,24.44
930,2,38,25,0,8,0.971,21.69
931,2,31,26,20,8,0.965,20.57
932,1,43,16,0,8,0.962,20.32
933,2,50,12,6,8,0.952,17.53
934,1,2,1,0,8,0.967,19.38
935,1,8,3,0,8,0.967,18.93
936,2,39,30,6,8,0.973,18.09
937,2,0,0,0,8,0.98,19.74
938,2,68,13,0,8,0.975,14.99
939,2,6,0,0,8,0.993,13.74
940,1,8,3,0,8,0.96,14.46
941,1,22,7,0,8,0.96,14.46
942,2,184,0,0,8,1.005,27.12
943,1,20,8,0,8,0.974,10.67
944,1,33,15,0,8,0.949,21.92
945,2,51,27,0,9,0.955,10.67
946,1,20,9,0,9,0.971,11.22
947,1,39,10,0,9,0.968,11.56
948,2,39,12,0,9,0.998,15.28
949,1,0,0,-40,9,1.002,15.73
950,2,52,22,0,9,0.99,13
951,1,19,2,0,9,0.989,12.56
952,2,28,0,0,9,1.015,20.77
953,1,0,0,0,9,1.043,28.02
954,2,0,0,0,9,1.05,35.61
955,1,70,23,0,9,0.985,12.72
956,2,47,10,0,9,0.99,12.2
957,1,34,16,0,9,0.968,11.35
958,1,14,1,0,9,0.984,11.5
959,2,90,30,0,9,0.97,11.23
960,1,25,10,0,9,0.984,11.91
961,1,11,3,0,9,0.995,13.74
962,2,60,34,0,9,0.973,11.53
963,2,45,25,0,9,0.963,11.05
964,1,18,3,0,9,0.958,11.93
965,1,14,8,0,9,0.959,13.52
966,1,10,5,0,9,0.97,16.08
967,1,7,3,0,9,1,21
968,2,13,0,0,9,0.992,20.89
969,2,0,0,0,9,1.05,27.93
970,2,0,0,0,9,1.015,29.71
971,2,71,13,0,9,0.968,15.35
972,1,17,7,0,9,0.962,13.62
973,1,24,4,0,9,0.963,12.63
974,1,0,0,0,9,0.968,18.79
975,2,43,27,0,9,0.967,12.75
976,2,59,23,0,9,0.964,14.8
977,1,23,9,0,9,0.972,10.63
978,2,59,26,14,9,0.986,11.3
979,1,33,9,0,9,0.981,10.87
980,2,31,17,0,9,0.98,10.87
981,1,0,0,-25,9,0.992,11.77
982,1,0,0,0,9,0.962,16.91
983,1,27,11,0,9,0.97,8.41
984,2,66,23,0,9,0.97,7.35
985,1,37,10,0,9,0.967,6.92
986,2,96,23,0,9,0.985,8.53
987,1,18,7,0,9,0.978,11.28
988,1,16,8,10,9,0.985,13.82
989,1,53,22,10,9,0.987,15.67
990,2,28,10,10,9,1.005,18.49
991,1,34,0,0,9,1.017,20.73
992,1,20,11,15,9,1.021,19.93
993,2,87,30,0,9,1.025,20.94
994,1,17,4,0,9,1.001,18.9
995,1,17,8,0,9,0.967,16.28
996,1,18,5,0,9,0.957,15.32
997,1,23,11,0,9,0.946,14.35
998,2,113,32,0,9,0.955,15.26
999,2,63,22,0,9,0.952,14.97
1000,2,84,18,0,9,0.954,15.16
1001,1,12,3,0,9,0.971,16.36
1002,1,12,3,0,9,0.959,15.51
1003,2,277,113,0,9,0.985,19.37
1004,1,78,3,0,9,0.993,23.15
1005,2,0,0,0,9,0.995,24.04
1006,2,77,14,0,9,0.998,23.43
1007,1,0,0,0,9,0.969,22.75
1008,1,0,0,0,9,0.984,24.52
1009,2,0,0,0,9,1.005,27.65
1010,2,39,18,0,9,1.05,27.48
1011,1,28,7,0,9,1.02,24.84
1012,1,0,0,0,9,1.003,27.55
1013,2,0,0,0,9,1.035,30
1014,2,66,20,0,9,0.984,22.58
1015,1,0,0,0,9,0.987,22.15
1016,2,12,0,0,9,0.98,20.98
1017,2,6,0,0,9,0.991,21.94
1018,2,68,27,12,9,0.958,21.64
1019,1,47,11,0,9,0.967,22.91
1020,2,68,36,0,9,0.943,21.77
1021,2,61,28,0,9,1.006,26.72
1022,1,71,26,0,9,1.003,26.42
1023,1,39,32,20,9,1.009,26.72
1024,2,130,26,0,9,1.04,28.96
1025,1,0,0,0,9,0.997,28.1
1026,1,54,27,20,9,0.989,27.24
1027,1,20,10,10,9,0.985,28.42
1028,1,11,7,0,9,0.98,30.95
1029,2,24,15,0,9,0.985,32.51
1030,1,21,10,0,9,0.987,31.14
1031,2,0,0,0,9,1.015,31.4
1032,1,48,10,0,9,0.987,35.64
1033,2,0,0,0,9,1.005,39.69
1034,2,163,42,0,9,0.985,33.29
1035,2,10,0,0,9,0.98,33.31
1036,2,65,10,0,9,0.993,33.8
1037,1,12,7,0,9,0.987,30.79
1038,1,30,16,0,9,0.991,28.64
1039,1,42,31,0,9,0.981,27.67
1040,1,38,15,0,9,0.993,27.51
1041,1,15,9,0,9,1.011,27.88
1042,1,34,8,0,9,1.024,27.4
1043,2,42,0,0,9,1.01,27.04
1044,2,37,18,0,9,1.017,28.03
1045,1,22,15,0,9,0.993,29.61
1046,1,5,3,0,9,0.991,32.3
1047,2,23,16,0,9,1.001,24.44
1048,2,38,25,0,9,0.971,21.69
1049,2,31,26,20,9,0.965,20.57
1050,1,43,16,0,9,0.962,20.32
1051,2,50,12,6,9,0.952,17.53
1052,1,2,1,0,9,0.967,19.38
1053,1,8,3,0,9,0.967,18.93
1054,2,39,30,6,9,0.973,18.09
1055,2,0,0,0,9,0.98,19.74
1056,2,68,13,0,9,0.975,14.99
1057,2,6,0,0,9,0.993,13.74
1058,1,8,3,0,9,0.96,14.46
1059,1,22,7,0,9,0.96,14.46
1060,2,184,0,0,9,1.005,27.12
1061,1,20,8,0,9,0.974,10.67
1062,1,33,15,0,9,0.949,21.92
